"age","gender","nb_covid19","nb_excess","deaths","child_age","nb_c","orphans"
"75-79","Male",11993,12269,12269,4,0,0
"75-79","Male",11993,12269,12269,5,0,0
"75-79","Male",11993,12269,12269,6,0,0
"75-79","Male",11993,12269,12269,7,0,0
"75-79","Male",11993,12269,12269,8,0,0
"75-79","Male",11993,12269,12269,9,0,0
"75-79","Male",11993,12269,12269,10,0,0
"75-79","Male",11993,12269,12269,11,0.000341875055297228,4
"75-79","Male",11993,12269,12269,12,0.0006810147749155,8
"75-79","Male",11993,12269,12269,13,0.00103807568236348,13
"75-79","Male",11993,12269,12269,14,0.00173794883535567,21
"75-79","Male",11993,12269,12269,15,0.0022266469318041,27
"75-79","Male",11993,12269,12269,16,0.0020074920855356,25
"75-79","Male",11993,12269,12269,17,0.00173262769251976,21
"80-84","Female",11464,7444,11464,0,0,0
"80-84","Female",11464,7444,11464,1,0,0
"80-84","Female",11464,7444,11464,2,0,0
"80-84","Female",11464,7444,11464,3,0,0
"80-84","Female",11464,7444,11464,4,0,0
"80-84","Female",11464,7444,11464,5,0,0
"80-84","Female",11464,7444,11464,6,0,0
"80-84","Female",11464,7444,11464,7,0,0
"80-84","Female",11464,7444,11464,8,0,0
"80-84","Female",11464,7444,11464,9,0,0
"80-84","Female",11464,7444,11464,10,0,0
"80-84","Female",11464,7444,11464,11,0,0
"80-84","Female",11464,7444,11464,12,0,0
"80-84","Female",11464,7444,11464,13,0,0
"80-84","Female",11464,7444,11464,14,0,0
"80-84","Female",11464,7444,11464,15,0,0
"80-84","Female",11464,7444,11464,16,0,0
"80-84","Female",11464,7444,11464,17,0,0
"80-84","Male",15128,12209,15128,0,0,0
"80-84","Male",15128,12209,15128,1,0,0
"80-84","Male",15128,12209,15128,2,0,0
"80-84","Male",15128,12209,15128,3,0,0
"80-84","Male",15128,12209,15128,4,0,0
"80-84","Male",15128,12209,15128,5,0,0
"80-84","Male",15128,12209,15128,6,0,0
"80-84","Male",15128,12209,15128,7,0,0
"80-84","Male",15128,12209,15128,8,0,0
"80-84","Male",15128,12209,15128,9,0,0
"80-84","Male",15128,12209,15128,10,0,0
"80-84","Male",15128,12209,15128,11,0,0
"80-84","Male",15128,12209,15128,12,0,0
"80-84","Male",15128,12209,15128,13,0,0
"80-84","Male",15128,12209,15128,14,0,0
"80-84","Male",15128,12209,15128,15,0,0
"80-84","Male",15128,12209,15128,16,0.0004518730213839,7
"80-84","Male",15128,12209,15128,17,0.000915085128346508,14
"85-89","Female",14034,6097,14034,0,0,0
"85-89","Female",14034,6097,14034,1,0,0
"85-89","Female",14034,6097,14034,2,0,0
"85-89","Female",14034,6097,14034,3,0,0
"85-89","Female",14034,6097,14034,4,0,0
"85-89","Female",14034,6097,14034,5,0,0
"85-89","Female",14034,6097,14034,6,0,0
"85-89","Female",14034,6097,14034,7,0,0
"85-89","Female",14034,6097,14034,8,0,0
"85-89","Female",14034,6097,14034,9,0,0
"85-89","Female",14034,6097,14034,10,0,0
"85-89","Female",14034,6097,14034,11,0,0
"85-89","Female",14034,6097,14034,12,0,0
"85-89","Female",14034,6097,14034,13,0,0
"85-89","Female",14034,6097,14034,14,0,0
"85-89","Female",14034,6097,14034,15,0,0
"85-89","Female",14034,6097,14034,16,0,0
"85-89","Female",14034,6097,14034,17,0,0
"85-89","Male",14922,11538,14922,0,0,0
"85-89","Male",14922,11538,14922,1,0,0
"85-89","Male",14922,11538,14922,2,0,0
"85-89","Male",14922,11538,14922,3,0,0
"85-89","Male",14922,11538,14922,4,0,0
"85-89","Male",14922,11538,14922,5,0,0
"85-89","Male",14922,11538,14922,6,0,0
"85-89","Male",14922,11538,14922,7,0,0
"85-89","Male",14922,11538,14922,8,0,0
"85-89","Male",14922,11538,14922,9,0,0
"85-89","Male",14922,11538,14922,10,0,0
"85-89","Male",14922,11538,14922,11,0,0
"85-89","Male",14922,11538,14922,12,0,0
"85-89","Male",14922,11538,14922,13,0,0
"85-89","Male",14922,11538,14922,14,0,0
"85-89","Male",14922,11538,14922,15,0,0
"85-89","Male",14922,11538,14922,16,0,0
"85-89","Male",14922,11538,14922,17,0,0
"90+","Female",18838,11930,18838,0,0,0
"90+","Female",18838,11930,18838,1,0,0
"90+","Female",18838,11930,18838,2,0,0
"90+","Female",18838,11930,18838,3,0,0
"90+","Female",18838,11930,18838,4,0,0
"90+","Female",18838,11930,18838,5,0,0
"90+","Female",18838,11930,18838,6,0,0
"90+","Female",18838,11930,18838,7,0,0
"90+","Female",18838,11930,18838,8,0,0
"90+","Female",18838,11930,18838,9,0,0
"90+","Female",18838,11930,18838,10,0,0
"90+","Female",18838,11930,18838,11,0,0
"90+","Female",18838,11930,18838,12,0,0
"90+","Female",18838,11930,18838,13,0,0
"90+","Female",18838,11930,18838,14,0,0
"90+","Female",18838,11930,18838,15,0,0
"90+","Female",18838,11930,18838,16,0,0
"90+","Female",18838,11930,18838,17,0,0
"90+","Male",12702,12751,12751,0,0,0
"90+","Male",12702,12751,12751,1,0,0
"90+","Male",12702,12751,12751,2,0,0
"90+","Male",12702,12751,12751,3,0,0
"90+","Male",12702,12751,12751,4,0,0
"90+","Male",12702,12751,12751,5,0,0
"90+","Male",12702,12751,12751,6,0,0
"90+","Male",12702,12751,12751,7,0,0
"90+","Male",12702,12751,12751,8,0,0
"90+","Male",12702,12751,12751,9,0,0
"90+","Male",12702,12751,12751,10,0,0
"90+","Male",12702,12751,12751,11,0,0
"90+","Male",12702,12751,12751,12,0,0
"90+","Male",12702,12751,12751,13,0,0
"90+","Male",12702,12751,12751,14,0,0
"90+","Male",12702,12751,12751,15,0,0
"90+","Male",12702,12751,12751,16,0,0
"90+","Male",12702,12751,12751,17,0,0
