week_nb,gender,age,year,covid19_deaths,week,value_20,value_pre,excess_deaths
week-7,male,80-84,2020,0,Week 7,870,975,-105
week-7,male,80-84,2021,356,Week 7,1170,975,195
week-7,male,85-89,2020,0,Week 7,995,976,19
week-7,male,85-89,2021,391,Week 7,1156,976,180
week-7,male,90+,2020,0,Week 7,852,902,-50
week-7,male,90+,2021,326,Week 7,1026,902,124
week-7,male,all-ages,2020,0,Week 7,0,0,0
week-7,male,all-ages,2021,0,Week 7,0,0,0
week-8,female,00-04,2020,0,Week 8,19,24,-5
week-8,female,00-04,2021,0,Week 8,28,24,4
week-8,female,05-09,2020,0,Week 8,2,2,0
week-8,female,05-09,2021,0,Week 8,3,2,1
week-8,female,10-14,2020,0,Week 8,5,2,3
week-8,female,10-14,2021,1,Week 8,4,2,2
week-8,female,15-19,2020,0,Week 8,6,6,0
week-8,female,15-19,2021,0,Week 8,5,6,-1
week-8,female,20-24,2020,0,Week 8,4,8,-4
week-8,female,20-24,2021,0,Week 8,3,8,-5
week-8,female,25-29,2020,0,Week 8,12,13,-1
week-8,female,25-29,2021,3,Week 8,11,13,-2
week-8,female,30-34,2020,0,Week 8,21,19,2
week-8,female,30-34,2021,0,Week 8,12,19,-7
week-8,female,35-39,2020,0,Week 8,31,24,7
week-8,female,35-39,2021,8,Week 8,38,24,14
week-8,female,40-44,2020,0,Week 8,45,37,8
week-8,female,40-44,2021,8,Week 8,44,37,7
week-8,female,45-49,2020,0,Week 8,77,72,5
week-8,female,45-49,2021,19,Week 8,91,72,19
week-8,female,50-54,2020,0,Week 8,92,105,-13
week-8,female,50-54,2021,31,Week 8,115,105,10
week-8,female,55-59,2020,0,Week 8,151,144,7
week-8,female,55-59,2021,49,Week 8,196,144,52
week-8,female,60-64,2020,0,Week 8,226,197,29
week-8,female,60-64,2021,61,Week 8,232,197,35
week-8,female,65-69,2020,0,Week 8,295,315,-20
week-8,female,65-69,2021,81,Week 8,371,315,56
week-8,female,70-74,2020,0,Week 8,450,463,-13
week-8,female,70-74,2021,125,Week 8,542,463,79
week-8,female,75-79,2020,0,Week 8,560,604,-44
week-8,female,75-79,2021,159,Week 8,663,604,59
week-8,female,80-84,2020,0,Week 8,802,922,-120
week-8,female,80-84,2021,187,Week 8,910,922,-12
week-8,female,85-89,2020,0,Week 8,1021,1171,-150
week-8,female,85-89,2021,273,Week 8,1232,1171,61
week-8,female,90+,2020,0,Week 8,1582,1749,-167
week-8,female,90+,2021,368,Week 8,1694,1749,-55
week-8,female,all-ages,2020,0,Week 8,0,0,0
week-8,female,all-ages,2021,0,Week 8,0,0,0
week-8,male,00-04,2020,0,Week 8,37,33,4
week-8,male,00-04,2021,0,Week 8,40,33,7
week-8,male,05-09,2020,0,Week 8,4,2,2
week-8,male,05-09,2021,0,Week 8,2,2,0
week-8,male,10-14,2020,0,Week 8,2,4,-2
week-8,male,10-14,2021,0,Week 8,2,4,-2
week-8,male,15-19,2020,0,Week 8,14,9,5
week-8,male,15-19,2021,0,Week 8,15,9,6
week-8,male,20-24,2020,0,Week 8,14,24,-10
week-8,male,20-24,2021,1,Week 8,15,24,-9
week-8,male,25-29,2020,0,Week 8,17,23,-6
week-8,male,25-29,2021,4,Week 8,17,23,-6
week-8,male,30-34,2020,0,Week 8,39,28,11
week-8,male,30-34,2021,3,Week 8,43,28,15
week-8,male,35-39,2020,0,Week 8,46,40,6
week-8,male,35-39,2021,6,Week 8,36,40,-4
week-8,male,40-44,2020,0,Week 8,72,55,17
week-8,male,40-44,2021,8,Week 8,72,55,17
week-8,male,45-49,2020,0,Week 8,105,100,5
week-8,male,45-49,2021,17,Week 8,115,100,15
week-8,male,50-54,2020,0,Week 8,140,164,-24
week-8,male,50-54,2021,43,Week 8,197,164,33
week-8,male,55-59,2020,0,Week 8,195,208,-13
week-8,male,55-59,2021,65,Week 8,275,208,67
week-8,male,60-64,2020,0,Week 8,285,314,-29
week-8,male,60-64,2021,130,Week 8,412,314,98
week-8,male,65-69,2020,0,Week 8,400,430,-30
week-8,male,65-69,2021,136,Week 8,501,430,71
week-8,male,70-74,2020,0,Week 8,598,605,-7
week-8,male,70-74,2021,183,Week 8,739,605,134
week-8,male,75-79,2020,0,Week 8,778,763,15
week-8,male,75-79,2021,210,Week 8,876,763,113
week-8,male,80-84,2020,0,Week 8,894,926,-32
week-8,male,80-84,2021,243,Week 8,1061,926,135
week-8,male,85-89,2020,0,Week 8,906,959,-53
week-8,male,85-89,2021,256,Week 8,1054,959,95
week-8,male,90+,2020,0,Week 8,893,846,47
week-8,male,90+,2021,236,Week 8,948,846,102
week-8,male,all-ages,2020,0,Week 8,0,0,0
week-8,male,all-ages,2021,0,Week 8,0,0,0
week-9,female,00-04,2020,0,Week 9,20,27,-7
week-9,female,00-04,2021,0,Week 9,26,27,-1
week-9,female,05-09,2020,0,Week 9,2,2,0
week-9,female,05-09,2021,0,Week 9,0,2,-2
week-9,female,10-14,2020,0,Week 9,2,2,0
week-9,female,10-14,2021,0,Week 9,3,2,1
week-9,female,15-19,2020,0,Week 9,8,5,3
week-9,female,15-19,2021,0,Week 9,5,5,0
week-9,female,20-24,2020,0,Week 9,6,10,-4
week-9,female,20-24,2021,0,Week 9,6,10,-4
week-9,female,25-29,2020,0,Week 9,7,11,-4
week-9,female,25-29,2021,2,Week 9,11,11,0
week-9,female,30-34,2020,0,Week 9,18,20,-2
week-9,female,30-34,2021,3,Week 9,24,20,4
week-9,female,35-39,2020,0,Week 9,34,24,10
week-9,female,35-39,2021,9,Week 9,29,24,5
week-9,female,40-44,2020,0,Week 9,39,37,2
week-9,female,40-44,2021,6,Week 9,36,37,-1
week-9,female,45-49,2020,0,Week 9,60,72,-12
week-9,female,45-49,2021,11,Week 9,68,72,-4
week-9,female,50-54,2020,0,Week 9,114,100,14
week-9,female,50-54,2021,22,Week 9,109,100,9
week-9,female,55-59,2020,0,Week 9,158,143,15
week-9,female,55-59,2021,34,Week 9,177,143,34
week-9,female,60-64,2020,0,Week 9,208,205,3
week-9,female,60-64,2021,53,Week 9,244,205,39
week-9,female,65-69,2020,0,Week 9,265,318,-53
week-9,female,65-69,2021,71,Week 9,333,318,15
week-9,female,70-74,2020,0,Week 9,464,450,14
week-9,female,70-74,2021,71,Week 9,486,450,36
week-9,female,75-79,2020,0,Week 9,546,614,-68
week-9,female,75-79,2021,100,Week 9,612,614,-2
week-9,female,80-84,2020,0,Week 9,842,914,-72
week-9,female,80-84,2021,134,Week 9,874,914,-40
week-9,female,85-89,2020,0,Week 9,1059,1165,-106
week-9,female,85-89,2021,180,Week 9,1052,1165,-113
week-9,female,90+,2020,0,Week 9,1528,1710,-182
week-9,female,90+,2021,256,Week 9,1558,1710,-152
week-9,female,all-ages,2020,0,Week 9,0,0,0
week-9,female,all-ages,2021,0,Week 9,0,0,0
week-9,male,00-04,2020,0,Week 9,36,31,5
week-9,male,00-04,2021,0,Week 9,33,31,2
week-9,male,05-09,2020,0,Week 9,4,3,1
week-9,male,05-09,2021,0,Week 9,0,3,-3
week-9,male,10-14,2020,0,Week 9,5,3,2
week-9,male,10-14,2021,0,Week 9,1,3,-2
week-9,male,15-19,2020,0,Week 9,16,11,5
week-9,male,15-19,2021,1,Week 9,10,11,-1
week-9,male,20-24,2020,0,Week 9,19,20,-1
week-9,male,20-24,2021,0,Week 9,22,20,2
week-9,male,25-29,2020,0,Week 9,21,22,-1
week-9,male,25-29,2021,3,Week 9,29,22,7
week-9,male,30-34,2020,0,Week 9,32,32,0
week-9,male,30-34,2021,3,Week 9,52,32,20
week-9,male,35-39,2020,0,Week 9,51,41,10
week-9,male,35-39,2021,5,Week 9,56,41,15
week-9,male,40-44,2020,0,Week 9,64,69,-5
week-9,male,40-44,2021,15,Week 9,76,69,7
week-9,male,45-49,2020,0,Week 9,95,106,-11
week-9,male,45-49,2021,18,Week 9,116,106,10
week-9,male,50-54,2020,0,Week 9,147,160,-13
week-9,male,50-54,2021,27,Week 9,197,160,37
week-9,male,55-59,2020,0,Week 9,189,209,-20
week-9,male,55-59,2021,52,Week 9,248,209,39
week-9,male,60-64,2020,0,Week 9,286,302,-16
week-9,male,60-64,2021,100,Week 9,382,302,80
week-9,male,65-69,2020,0,Week 9,417,441,-24
week-9,male,65-69,2021,123,Week 9,477,441,36
week-9,male,70-74,2020,0,Week 9,647,610,37
week-9,male,70-74,2021,137,Week 9,697,610,87
week-9,male,75-79,2020,0,Week 9,709,752,-43
week-9,male,75-79,2021,158,Week 9,826,752,74
week-9,male,80-84,2020,0,Week 9,871,938,-67
week-9,male,80-84,2021,184,Week 9,930,938,-8
week-9,male,85-89,2020,0,Week 9,956,942,14
week-9,male,85-89,2021,172,Week 9,946,942,4
week-9,male,90+,2020,0,Week 9,870,804,66
week-9,male,90+,2021,155,Week 9,841,804,37
week-9,male,all-ages,2020,0,Week 9,0,0,0
week-9,male,all-ages,2021,0,Week 9,0,0,0
